folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom,geo_point_2d,longitude,latitude,feepaid_missing,feepaid_clean,business_group
26,4840730,26-118147,00,(Nicholas Jo),,Issued,2026-01-05T18:08:38-08:00,2026-12-31,Health Care Professionals and Services,,100,Unit,535,THURLOW ST,Vancouver,BC,,V6E 3L2,Downtown,1.0,277.0,2026-07-22T00:08:56-07:00,,,-123.121522823224,49.2870270555211,0,277.0,Health Care Professionals and Services
25,4617970,25-110249,00,Vancouver Debate Academy Ltd,Vancouver Debate Academy,Issued,2024-12-01T11:33:01-08:00,2025-12-31,Arts and Creative Instruction,,201,Unit,2445,W 41ST AV,Vancouver,BC,CA,V6M 2A5,Arbutus-Ridge,8.0,265.0,2026-07-01T02:32:19-07:00,,,-123.161962771047,49.2349442447209,0,265.0,Other
24,4526807,24-146689,10,1199758 BC Ltd,Krave Smokes And Convenience,Issued,2023-12-07T12:38:48-08:00,2024-12-31,Retail Dealer - Food,,,,162,W HASTINGS ST,Vancouver,BC,CA,V6B 1G8,Downtown,2.0,,2026-07-01T02:32:17-07:00,,,-123.10931651783,49.2820804243326,1,376.0,Retail Dealer - Food
25,4657394,25-149671,00,Starlight Distributors Inc,Vancouver Rock Shop,Issued,2024-12-13T16:07:32-08:00,2025-12-31,Retail Dealer,,,,1076,GRANVILLE ST,Vancouver,BC,CA,V6Z 1L5,Downtown,13.0,265.0,2026-07-01T02:32:22-07:00,,,-123.123975751147,49.2782298113077,0,265.0,Retail Dealer
24,4485060,24-102516,10,Telford Building Ltd,,Issued,2024-01-09T11:19:16-08:00,2024-12-31,Long-term Rental,,,,1175,PACIFIC ST,Vancouver,BC,CA,V6E 1T2,West End,0.0,,2026-07-01T02:32:14-07:00,,,-123.13589038625,49.2795994410186,1,882.0,Long-term Rental
25,4792734,25-267938,00,PHANTOM PEST SOLUTIONS LTD.,,Issued,2025-08-26T08:51:39-07:00,2025-12-31,Building Repair and Maintenance,,600,Unit,777,HORNBY ST,Vancouver,BC,,V6Z 1S4,Downtown,1.0,184.0,2026-07-01T02:32:23-07:00,,,-123.121421490049,49.2832466257592,0,184.0,Other
24,4509831,24-128978,10,SHB Holdings Ltd,Subway,Issued,2023-12-18T16:00:42-08:00,2024-12-31,Limited Service Food Establishment,,,,474,SW MARINE DRIVE,Vancouver,BC,CA,V5X 0C4,Marpole,6.0,,2026-07-01T02:32:16-07:00,,,-123.11615563155,49.209694841611,1,723.0,Limited Service Food Establishment
26,4854246,26-131662,00,Konstantinos Lekakis & Eleni Lekakis,,Issued,2025-12-05T16:54:14-08:00,2026-12-31,Long-term Rental,,,,2573,W 5th Av,Vancouver,BC,CA,V6K 1S9,Kitsilano,0.0,196.0,2026-07-22T00:08:57-07:00,,,-123.163996396417,49.2677056043691,0,196.0,Long-term Rental
26,4867617,26-145033,00,Andersen LLP,,Issued,2025-11-20T14:46:30-08:00,2026-12-31,Financial Services,,1200 & 1230,Unit,1177,W HASTINGS ST,Vancouver,BC,CA,V6E 2K3,Downtown,21.0,277.0,2026-07-22T00:08:57-07:00,,,-123.121979852972,49.2888486263507,0,277.0,Financial Services
26,4835067,26-112485,00,(Maddalena Corsi),,Issued,2026-01-16T11:06:52-08:00,2026-12-31,Beauty Services,Barber Shop or Beauty Salon,,,1082,HORNBY ST,Vancouver,BC,CA,V6Z 1V6,Downtown,1.0,376.0,2026-07-22T00:08:55-07:00,,,-123.125742184995,49.2796423590941,0,376.0,Beauty Services
26,4915654,26-177383,00,(Christopher Tierney),Groundswell Physiotherapy,Issued,2026-02-05T13:25:57-08:00,2026-12-31,Health Care Professionals and Services,,10,Unit,736,GRANVILLE ST,Vancouver,BC,,V6Z 1G3,Downtown,1.0,277.0,2026-07-22T00:08:58-07:00,,,-123.118522373666,49.2818433477786,0,277.0,Health Care Professionals and Services
25,4652608,25-144885,00,The Cadillac Fairview Corporation Limited,,Issued,2024-11-18T14:00:31-08:00,2025-12-31,Real Estate Services,,410,Unit,609,GRANVILLE ST,Vancouver,BC,CA,V7Y 1K8,Downtown,36.0,265.0,2026-07-01T02:32:22-07:00,,,-123.117751286267,49.2834005265727,0,265.0,Real Estate Services
24,4484747,24-102191,10,8790 Cartier Street Holdings Ltd,,Issued,2023-12-22T08:30:35-08:00,2024-12-31,Long-term Rental,,,,8790,CARTIER ST,Vancouver,BC,CA,V6P 4V2,Marpole,0.0,,2026-07-01T02:32:14-07:00,,,-123.137328831663,49.2060067820221,1,882.0,Long-term Rental
24,4509774,24-128916,10,Jasonbel Creations Inc,Crepe & Cafe,Issued,2023-12-24T14:35:02-08:00,2024-12-31,Limited Service Food Establishment,,,,3500,W 41ST AV,Vancouver,BC,CA,V6N 3E6,Dunbar-Southlands,4.0,,2026-07-01T02:32:16-07:00,,,-123.18248972358,49.2344581135462,1,723.0,Limited Service Food Establishment
26,4825649,26-103067,00,Fabrick Construction Ltd,,Issued,2026-01-14T12:46:19-08:00,2026-12-31,General Contractor,,200,Unit,1111,W GEORGIA ST,Vancouver,BC,CA,V6E 4S4,Downtown,7.0,376.0,2026-07-22T00:08:55-07:00,,,-123.123373199272,49.2863311263477,0,376.0,General Contractor
26,4840236,26-117653,00,DANIELA MARCO BEHAVIOR CONSULTING INC.,The KUBO Family & Learning Centre,Issued,2025-11-13T16:46:01-08:00,2026-12-31,Health Care Professionals and Services,,,,7473,VICTORIA DRIVE,Vancouver,BC,,V5P 3Z5,Victoria-Fraserview,2.0,577.0,2026-07-22T00:08:56-07:00,,,-123.066403328043,49.2164683783284,0,577.0,Health Care Professionals and Services
26,4955474,26-212280,00,REDBRIDGE ENTERPRISE LTD.,,Issued,2026-03-20T08:35:54-07:00,2026-12-31,Real Estate Services,,109,Unit,8828,HEATHER ST,Vancouver,BC,,V6P 3S8,Marpole,2.0,308.0,2026-07-22T00:08:59-07:00,,,-123.122548513242,49.2059632577172,0,308.0,Real Estate Services
26,4872868,26-150284,00,BC1413366 BC LTD,New Fresh Supermarket,Issued,2025-12-31T17:39:50-08:00,2026-12-31,Retail Dealer - Food,,,,1172,KINGSWAY,Vancouver,BC,CA,V5V 3C8,Kensington-Cedar Cottage,8.0,376.0,2026-07-22T00:08:58-07:00,,,-123.08074726018,49.2521170372022,0,376.0,Retail Dealer - Food
24,4527162,24-146992,10,Sobeys Capital Incorporated,Safeway,Issued,2023-11-20T08:58:14-08:00,2024-12-31,Grocery Store,,,,8475,GRANVILLE ST,Vancouver,BC,CA,V6P 4Z9,Marpole,200.0,,2026-07-01T02:32:17-07:00,,,-123.141002555604,49.2094606779294,1,1108.0,Other
26,4846573,26-123989,00,WHL Properties Ltd,,Issued,2025-11-26T13:15:32-08:00,2026-12-31,Long-term Rental,,,,225,W 10TH AV,Vancouver,BC,CA,V5Y 1R9,Mount Pleasant,0.0,882.0,2026-07-22T00:08:56-07:00,,,-123.110146603379,49.2624453434091,0,882.0,Long-term Rental
24,4516591,24-135896,10,Tanya Markovich Law Corporation,,Issued,2023-11-21T09:38:58-08:00,2024-12-31,Legal Services,,500,Unit,666,BURRARD ST,Vancouver,BC,CA,V6C 2X8,Downtown,2.0,,2026-07-01T02:32:16-07:00,,,-123.119358394194,49.2850670237956,1,277.0,Legal Services
24,4518153,24-137713,10,Nikolay L Banchev (Nikolay Banchev),Mr Tube Steak,Issued,2023-12-31T12:45:03-08:00,2024-12-31,Street Vendor,,,,155,W KENT AV NORTH,Vancouver,BC,CA,V5X 2X4,Marpole,1.0,,2026-07-01T02:32:17-07:00,,,-123.109115018319,49.2071259051503,1,265.0,Other
25,4620590,25-112869,00,Dr Heather Alice Leitch (Heather Leitch),,Issued,2024-12-31T10:58:45-08:00,2025-12-31,Health Care Professionals and Services,,112,Suite,744,W HASTINGS ST,Vancouver,BC,CA,V6C 1 A5,Downtown,3.0,265.0,2026-07-01T02:32:19-07:00,,,-123.114887205241,49.2855493252748,0,265.0,Health Care Professionals and Services
24,4514586,24-133709,10,John Douglas Shields Law Corporation,Shields & Harney,Issued,2023-12-07T16:05:21-08:00,2024-12-31,Legal Services,,490,Unit,1177,W HASTINGS ST,Vancouver,BC,CA,V6E 2K3,Downtown,4.0,,2026-07-01T02:32:16-07:00,,,-123.121979852972,49.2888486263507,1,277.0,Legal Services
25,4619209,25-111488,00,Grand Hair & Apparel Inc,Salon Esprit,Issued,2024-11-20T15:35:09-08:00,2025-12-31,Beauty Services,Barber Shop or Beauty Salon,,,1344,HORNBY ST,Vancouver,BC,CA,V6Z 1W5,Downtown,8.0,360.0,2026-07-01T02:32:19-07:00,,,-123.1301943347,49.2767716617258,0,360.0,Beauty Services
25,4711124,25-187904,00,Tristar Entertainment Ltd,ENSO Club,Issued,2025-03-06T13:40:26-08:00,2025-07-05,Temp Liquor Licence Amendment,Chg of Hours,B105,Unit,750,PACIFIC BOULEVARD,Vancouver,BC,CA,V6B 5E7,Downtown,3.0,822.0,2026-07-01T02:32:23-07:00,,,-123.110072089446,49.2751403014268,0,822.0,Other
24,4529434,24-149076,10,Laughing Seal Dreams Worldwide Enterprises Inc,Pizza Coming Soon,Issued,2023-11-20T20:19:43-08:00,2024-12-31,Restaurant,Class 1 with liquor service,,,179,E PENDER ST,Vancouver,BC,CA,V6A 1T6,Downtown,24.0,,2026-07-01T02:32:18-07:00,,,-123.100134956534,49.2807983154256,1,1384.0,Restaurant
26,4845756,26-123172,00,Amon Investments Ltd,The Americana,Issued,2025-12-19T14:47:38-08:00,2026-12-31,Long-term Rental,,,,1100,Jervis St,Vancouver,BC,CA,V6E 2C4,West End,0.0,11790.0,2026-07-22T00:08:56-07:00,,,-123.133208285409,49.2834325675189,0,11790.0,Long-term Rental
24,4484863,24-102318,10,Viva Marketing Corporation,,Issued,2023-12-14T14:48:35-08:00,2024-12-31,Long-term Rental,,,,2038,PANDORA ST,Vancouver,BC,CA,V5L 1N2,Grandview-Woodland,0.0,,2026-07-01T02:32:14-07:00,,,-123.062748022754,49.2827501643999,1,882.0,Long-term Rental
26,4838928,26-116345,00,Kristin A Riley (Kristin Riley),Kristin Riley RMT,Issued,2025-11-21T16:27:54-08:00,2026-12-31,Health Care Professionals and Services,,3,Unit,5,E BROADWAY,Vancouver,BC,CA,V5T 1V4,Mount Pleasant,1.0,277.0,2026-07-22T00:08:56-07:00,,,-123.104646279984,49.2632159841625,0,277.0,Health Care Professionals and Services
24,4522050,24-141617,10,Victor Ngo Physiotherapy Inc,,Issued,2023-11-22T12:46:06-08:00,2024-12-31,Health Care Professionals and Services,,,,1518,NANAIMO ST,Vancouver,BC,CA,V5L 4T8,Hastings-Sunrise,1.0,,2026-07-01T02:32:17-07:00,,,-123.056146628327,49.2710435136855,1,277.0,Health Care Professionals and Services
25,4629668,25-121947,00,Wing Yan Ting (Wing Ting),,Issued,2025-01-13T16:48:38-08:00,2025-12-31,Long-term Rental,,,,305,W 12TH AV,Vancouver,BC,CA,V5Y 1V1,Mount Pleasant,0.0,470.0,2026-07-01T02:32:20-07:00,,,-123.111317272595,49.2606176452294,0,470.0,Long-term Rental
24,4524655,24-144443,10,PDS Sales Ltd,Canadian Tire Associate Store #605,Issued,2023-11-21T10:58:29-08:00,2024-12-31,Retail Dealer,,,,8277,ONTARIO ST,Vancouver,BC,CA,V5X 0A7,Marpole,97.0,,2026-07-01T02:32:17-07:00,,,-123.107442608386,49.2108943771512,1,277.0,Retail Dealer
25,4626117,25-118396,00,PayByPhone Technologies Inc,,Issued,2024-11-19T15:32:16-08:00,2025-12-31,Information Communication Technology,,600,Unit,1290,HOMER ST,Vancouver,BC,CA,V6B 2Y5,Downtown,169.0,265.0,2026-07-01T02:32:20-07:00,,,-123.124447881794,49.274120779031,0,265.0,Information Communication Technology
26,4860710,26-138126,00,Jewish Family Service Agency of Vancouver,,Issued,2025-11-14T10:44:14-08:00,2026-12-31,Association or Society,,320,Unit,2285,CLARK DRIVE,Vancouver,BC,CA,V5N 3G9,Mount Pleasant,40.0,2.0,2026-07-22T00:08:57-07:00,,,-123.077863882356,49.2646012059557,0,2.0,Association or Society
24,4511588,24-130645,10,(Tara Foster),,Issued,2023-11-24T19:21:47-08:00,2024-12-31,Health Care Professionals and Services,,,,4326,FRASER ST,Vancouver,BC,CA,V5V 4G3,Kensington-Cedar Cottage,1.0,,2026-07-01T02:32:16-07:00,,,-123.089813539395,49.2462689339488,1,277.0,Health Care Professionals and Services
25,4621119,25-113398,00,(John Blazevic),Little Mountain Health Clinic,Issued,2024-12-30T08:43:19-08:00,2025-12-31,Health Care Professionals and Services,,101,Unit,4867,MAIN ST,Vancouver,BC,CA,V5V 3R9,Riley Park,1.0,265.0,2026-07-01T02:32:19-07:00,,,-123.101883186026,49.2410708096024,0,265.0,Health Care Professionals and Services
25,4647304,25-139581,00,M Walsh Business Growth Institute Inc,,Issued,2024-12-20T14:18:53-08:00,2025-12-31,Consulting and Management Services,,200,Unit,1168,HAMILTON ST,Vancouver,BC,CA,V6B 2S2,Downtown,2.0,265.0,2026-07-01T02:32:21-07:00,,,-123.121996984635,49.2750076198637,0,265.0,Consulting and Management Services
25,4617161,25-109440,00,1272298 BC Ltd,Subway,Issued,2025-02-27T14:03:06-08:00,2025-12-31,Restaurant,Class 1 no liquor service,,,3090,W BROADWAY,Vancouver,BC,CA,V6K 2H1,Kitsilano,5.0,1101.0,2026-07-01T02:32:19-07:00,,,-123.173427935377,49.263895172031,0,1101.0,Restaurant
25,4771641,25-101236,01,Rethink Communications Limited Partnership,,Issued,2025-07-07T14:22:49-07:00,2025-12-31,Photography Production and Rehearsal Studio,,,,15,W 5TH AV,Vancouver,BC,CA,V5Y 1H4,Mount Pleasant,115.0,32.0,2026-07-01T02:32:23-07:00,,,-123.105277093301,49.2667477196917,0,32.0,Photography Production and Rehearsal Studio
26,4869996,26-147412,00,Kathryn L Basran Law Corporation,Basran Robin Allen & Desilets,Issued,2025-11-25T09:07:47-08:00,2026-12-31,Legal Services,,1200,Unit,777,HORNBY ST,Vancouver,BC,CA,V6Z 1S4,Downtown,1.0,277.0,2026-07-22T00:08:57-07:00,,,-123.121421490049,49.2832466257592,0,277.0,Legal Services
25,4608827,25-101106,00,William F White International Inc,,Issued,2024-11-21T09:02:01-08:00,2025-12-31,Photography Production and Rehearsal Studio,,,,888,SE MARINE DRIVE,Vancouver,BC,CA,V5X 2V3,Sunset,4.0,265.0,2026-07-01T02:32:18-07:00,,,-123.087875480728,49.2104332528132,0,265.0,Photography Production and Rehearsal Studio
26,4853986,26-131402,00,Wendy A Chatwin (Wendy Chatwin),,Issued,2025-11-19T12:10:08-08:00,2026-12-31,Long-term Rental,,,,1923,GRAVELEY ST,Vancouver,BC,CA,V5L 3B5,Grandview-Woodland,0.0,294.0,2026-07-22T00:08:57-07:00,,,-123.065111102181,49.2706877364606,0,294.0,Long-term Rental
25,4725946,25-202406,00,(Sanam Hadavi),,Issued,2025-03-19T08:35:57-07:00,2025-12-31,Consulting and Management Services,,1900,Unit,1133,MELVILLE ST,Vancouver,BC,,V6E 4E5,Downtown,700.0,295.0,2026-07-01T02:32:23-07:00,,,-123.122747455888,49.2873254172494,0,295.0,Consulting and Management Services
25,4656486,25-148763,00,(Donna Roman),See-Rite Eye Care Centre,Issued,2024-12-17T17:46:58-08:00,2025-12-31,Retail Dealer,,,,1207,KINGSWAY,Vancouver,BC,CA,V5V 3E2,Kensington-Cedar Cottage,12.0,265.0,2026-07-01T02:32:22-07:00,,,-123.079517013209,49.2522598530869,0,265.0,Retail Dealer
26,4869276,26-146692,00,JAMES W. ZAITSOFF LAW CORPORATION,,Issued,2025-11-23T07:45:56-08:00,2026-12-31,Legal Services,,1300,Unit,777,DUNSMUIR ST,Vancouver,BC,CA,V6C 1X6,Downtown,1.0,277.0,2026-07-22T00:08:57-07:00,,,-123.116383207944,49.2843253122431,0,277.0,Legal Services
26,4839927,26-117344,00,(Gillian Stang),Gillian Curtis Counselling,Issued,2025-12-16T12:08:40-08:00,2026-12-31,Health Care Professionals and Services,,521,Unit,119,W PENDER ST,Vancouver,BC,,V6B 1S5,Downtown,1.0,277.0,2026-07-22T00:08:56-07:00,,,-123.107975239091,49.281430002815,0,277.0,Health Care Professionals and Services
24,4526927,24-146824,10,Finlandia 2.0 Health Balance Corp,,Issued,2023-11-23T13:30:16-08:00,2024-12-31,Retail Dealer - Food,,,,1111,W BROADWAY,Vancouver,BC,CA,V6H 1G1,Fairview,10.0,,2026-07-01T02:32:17-07:00,,,-123.129420707693,49.2637401099636,1,376.0,Retail Dealer - Food
25,4678585,25-159772,00,(Tommy Ng),,Issued,2024-12-10T12:44:25-08:00,2025-12-31,Health Care Professionals and Services,,,,3833,RUPERT ST,Vancouver,BC,,V5R 2G7,Renfrew-Collingwood,1.0,307.0,2026-07-01T02:32:23-07:00,,,-123.034288444485,49.2503035937404,0,307.0,Health Care Professionals and Services
26,4875232,26-152648,00,J H Tee Antiques Ltd,,Issued,2025-12-06T12:57:22-08:00,2026-12-31,Retail Dealer,Antique Dealer,,,1631,W 3RD AV,Vancouver,BC,CA,V6J 1K1,Fairview,3.0,277.0,2026-07-22T00:08:58-07:00,,,-123.141904634214,49.2690920172261,0,277.0,Retail Dealer
25,4623072,25-115351,00,Jeffrey D White (Jeffrey White),,Issued,2024-11-20T17:13:13-08:00,2025-12-31,Health Care Professionals and Services,,,,6468,MAIN ST,Vancouver,BC,CA,V5W 2V4,Sunset,1.0,265.0,2026-07-01T02:32:19-07:00,,,-123.101243410736,49.2260115377747,0,265.0,Health Care Professionals and Services
26,4831852,26-109270,00,Tan Tan Food Ltd,,Issued,2025-12-18T14:08:47-08:00,2026-12-31,Restaurant,Class 1 no liquor service,,,709,E HASTINGS ST,Vancouver,BC,CA,V6Z 1R3,Strathcona,3.0,1046.0,2026-07-22T00:08:55-07:00,,,-123.089144888687,49.2814341185945,0,1046.0,Restaurant
25,4803945,25-278883,00,(Hana Terencio),,Issued,2025-09-22T08:53:40-07:00,2025-12-31,Health Care Professionals and Services,,MZ1,Unit,970,BURRARD ST,Vancouver,BC,,V6Z 2R4,Downtown,1.0,140.0,2026-07-01T02:32:23-07:00,,,-123.125113318281,49.2810836198967,0,140.0,Health Care Professionals and Services
26,4835727,26-113145,00,Ngoc H Nguyen & Thi T Dinh,Sunshine Nail Spa,Issued,2025-12-08T16:06:30-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,1701,FIR ST,Vancouver,BC,CA,V6J 5J9,Fairview,6.0,376.0,2026-07-22T00:08:55-07:00,,,-123.141374166201,49.2703365504893,0,376.0,Beauty Services
25,4640928,25-133205,00,1281693 BC Ltd,,Issued,2025-06-06T12:26:15-07:00,2025-12-31,Long-term Rental,,,,1869,COMOX ST,Vancouver,BC,CA,V6G 1R2,West End,0.0,8892.0,2026-07-01T02:32:21-07:00,,,-123.140602700864,49.2896053607825,0,8892.0,Long-term Rental
26,4862962,26-140378,00,ARC STUDIO ARCHITECTURE LTD.,,Issued,2025-12-02T09:45:24-08:00,2026-12-31,Architectural and Engineering Services,,215,Unit,209,CARRALL ST,Vancouver,BC,,V6B 2J2,Downtown,7.0,577.0,2026-07-22T00:08:57-07:00,,,-123.10460125958,49.2833417298521,0,577.0,Architectural and Engineering Services
24,4482848,24-100264,10,(Balwant Kainth),South Hall Wedding & Banquet Palace,Issued,2023-11-22T17:39:28-08:00,2024-12-31,Hall / Spectator Sports Venue,,,,8273,Ross St,Vancouver,BC,CA,V5X 4W1,Sunset,6.0,,2026-07-01T02:32:13-07:00,,,-123.084517628397,49.2094875291656,1,277.0,Other
24,4525758,24-145743,10,Steven A Szary (Steven Szary),Luxury Sleep Shop,Issued,2023-12-03T13:18:18-08:00,2024-12-31,Retail Dealer,,304,Unit,1750,W 13TH AV,Vancouver,BC,CA,V6J 2H1,Fairview,1.0,,2026-07-01T02:32:17-07:00,,,-123.144947428924,49.259656091261,1,277.0,Retail Dealer
25,4754223,25-230183,00,KIMBERLY ASUMING-TAWIAH REGISTERED MASSAGE THERAPIST INC.,,Issued,2025-06-11T10:47:01-07:00,2025-12-31,Health Care Professionals and Services,,720,Unit,999,W BROADWAY,Vancouver,BC,,V5Z 1K5,Fairview,1.0,251.0,2026-07-01T02:32:23-07:00,,,-123.126104236733,49.2638663729166,0,251.0,Health Care Professionals and Services
25,4651692,25-143969,00,Megan E Popp (Meghan Popp),Lawson Lundell LLP,Issued,2025-05-23T14:08:24-07:00,2025-12-31,Legal Services,,1600,Unit,925,W GEORGIA ST,Vancouver,BC,CA,V6C 3L2,Downtown,251.0,265.0,2026-07-01T02:32:22-07:00,,,-123.119779336932,49.2843274008411,0,265.0,Legal Services
24,4492136,24-109847,10,Central West Project Management Inc,,Issued,2023-12-21T12:05:54-08:00,2024-12-31,General Contractor,,302,Suite,750,W PENDER ST,Vancouver,BC,CA,V6C 2T8,Downtown,13.0,,2026-07-01T02:32:14-07:00,,,-123.115619724804,49.2848045499607,1,376.0,General Contractor
26,4835250,26-112668,00,(Helen Hilton),Top Beauty Salon,Issued,2025-11-14T15:31:12-08:00,2026-12-31,Beauty Services,Barber Shop or Beauty Salon,,,3294,E 29TH AV,Vancouver,BC,CA,V5R 1W6,Renfrew-Collingwood,1.0,376.0,2026-07-22T00:08:55-07:00,,,-123.034715899274,49.2442900922153,0,376.0,Beauty Services
26,4875121,26-152537,00,Luxe Mink Lash Boutique Inc,,Issued,2026-02-19T09:22:52-08:00,2026-12-31,Retail Dealer,,,,1237,BURRARD ST,Vancouver,BC,CA,V6Z 1Z5,West End,19.0,324.0,2026-07-22T00:08:58-07:00,,,-123.130299135331,49.278790467882,0,324.0,Retail Dealer
24,4504624,24-123747,10,(Beverley Steinhoff),Broadway at Yew Chiropractic & Massage,Issued,2023-12-07T11:42:53-08:00,2024-12-31,Health Care Professionals and Services,,,,2221,W BROADWAY,Vancouver,BC,CA,V6K 2E4,Kitsilano,5.0,,2026-07-01T02:32:15-07:00,,,-123.155865102343,49.2641707427452,1,277.0,Health Care Professionals and Services
25,4622637,25-114916,00,Dr Varun V C Saran Dentist Inc,West Point Dental Clinic,Issued,2024-11-30T14:27:37-08:00,2025-12-31,Health Care Professionals and Services,,,,5403,WEST BOULEVARD,Vancouver,BC,CA,V6M 3W5,Arbutus-Ridge,6.0,265.0,2026-07-01T02:32:19-07:00,,,-123.155849867052,49.2370522349789,0,265.0,Health Care Professionals and Services
25,4637943,25-130222,00,Plan A - 1431 Haro Street Ltd,,Issued,2024-12-23T10:51:42-08:00,2025-12-31,Long-term Rental,,,,1431,HARO ST,Vancouver,BC,CA,V6G 1G2,West End,0.0,564.0,2026-07-01T02:32:20-07:00,,,-123.13125854967,49.2877291301842,0,564.0,Long-term Rental
24,4526651,24-146510,10,Marc Adam Bellini & Iwona Bellini,Gigi Blin Market Cafe,Issued,2023-12-14T12:19:04-08:00,2024-12-31,Retail Dealer - Food,,,,1400,W 70TH AV,Vancouver,BC,CA,V6P 2Z2,Marpole,4.0,,2026-07-01T02:32:17-07:00,,,-123.138112626552,49.208436340411,1,376.0,Retail Dealer - Food
25,4750519,25-226525,00,1446200 B.C. LTD.,House of Funk Coffee Bar,Issued,2025-05-14T15:42:03-07:00,2025-05-27,Temp Liquor Licence Amendment,Area Extension,,,1025,DUNSMUIR ST,Vancouver,BC,CA,V7X 1M5,Downtown,0.0,123.0,2026-07-01T02:32:23-07:00,,,-123.120915798954,49.2865514070226,0,123.0,Other
24,4512102,24-131094,10,(Benuzzo Santelli),,Issued,2023-12-25T01:24:22-08:00,2024-12-31,Long-term Rental,,,,1941,Commercial Drive,Vancouver,BC,CA,,Grandview-Woodland,0.0,,2026-07-01T02:32:16-07:00,,,-123.070030204642,49.2673831280343,1,882.0,Long-term Rental
25,4646846,25-139123,00,Bob's Your Uncle Design Ltd,,Issued,2024-12-12T14:07:10-08:00,2025-12-31,Consulting and Management Services,,,,973,E HASTINGS ST,Vancouver,BC,CA,V6A 0H1,Strathcona,16.0,265.0,2026-07-01T02:32:21-07:00,,,-123.083454873773,49.2813275835791,0,265.0,Consulting and Management Services
24,4485020,24-102475,10,1130 East Broadway Holdings Inc,,Issued,2023-11-20T12:33:58-08:00,2024-12-31,Long-term Rental,,,,1130,E BROADWAY,Vancouver,BC,CA,V5T 1Y7,Mount Pleasant,0.0,,2026-07-01T02:32:14-07:00,,,-123.080709963712,49.2620947898299,1,882.0,Long-term Rental
26,4870397,26-147813,00,N A I Interactive Ltd,,Issued,2025-12-08T10:26:28-08:00,2026-12-31,Marketing Public Relations Advertising and Event Promotion Services,,2209,Unit,1111,ALBERNI ST,Vancouver,BC,CA,V6E 4V2,West End,7.0,277.0,2026-07-22T00:08:57-07:00,,,-123.123916938278,49.2857821718886,0,277.0,Other
26,4842095,26-119512,00,Opal Development Limited Partnership,Opal by Element,Issued,2025-11-21T10:02:54-08:00,2026-12-31,Health Care Facility,,,,438,W KING EDWARD AV,Vancouver,BC,CA,V5Y 2J4,Riley Park,103.0,1410.0,2026-07-22T00:08:56-07:00,,,-123.113309699415,49.2486356490867,0,1410.0,Health Care Facility
26,4878534,26-155949,00,Methanex Corporation,,Issued,2025-12-12T14:03:55-08:00,2026-12-31,Wholesale Dealer - Non-Food,,1800,Unit,200,BURRARD ST,Vancouver,BC,CA,V6C 3M1,Downtown,165.0,277.0,2026-07-22T00:08:58-07:00,,,-123.114160847462,49.2872691122216,0,277.0,Wholesale Dealer - Non-Food
